flow_duration,total_fwd_packets,total_backward_packets,flow_bytes_sec,flow_packets_sec,packet_length_mean,packet_length_std,fwd_packet_length_mean,bwd_packet_length_mean,min_packet_length,max_packet_length,init_win_bytes_forward,init_win_bytes_backward
1.5851436690743252,19,21,7173.071901585605,43.907381877071685,832.9422869732175,214.75367977898202,635.7236517805836,1006.5911222023607,64.00854562897668,1469,0.016625757247913795,0.0004947613973550992
1.6215913131268709,37,18,6389.9113861096785,62.69846711473616,557.6328846442071,76.51543573315706,700.6358702558542,1082.8410300348282,64.0106205588594,1228,0.00038107398603954846,0.008637550540235349
0.2341428334727792,18,2,1587.2787593250007,24.157691629019148,830.3889038311605,84.06988073708663,650.8472373392049,578.2033419642144,63.98111925798329,1414,-0.0043092116647187855,-0.0126796025359401
1.475435152599873,28,5,5233.806858893766,74.48994569564672,631.0986718716946,209.66132138913486,819.2552143757861,897.6906090769955,64.01683108154694,1219,-0.008807026276485982,0.013612147283292304
1.1138832773297291,46,22,1168.6549858760648,31.939562967543676,1144.405878613244,149.99662748775003,1138.686377012003,955.5806592335512,64.00539359358547,1294,0.008363256046693147,-0.0018547498219882719
0.10570337181436343,45,15,6569.768892121276,79.64773960833011,970.6035969788695,187.9979791023664,549.2053577387571,561.7963009176963,64.0005162248105,1213,-0.0054905595142170395,0.001575282483954914
0.8487856746071317,20,21,8555.534512933347,93.43697299407364,1157.8349616275668,247.91930274881324,1042.8616019881654,463.3384228288815,64.0030623286241,1492,0.004632730940803804,0.01458069158307655
1.1343638206060933,44,12,6929.772949532281,22.88684823321705,910.5725141788269,147.1718715851544,653.6312546889528,912.3659935080574,63.98848914541558,1267,-0.0018567232601021865,0.0004959851331783697
1.102442101845971,22,23,8274.87927980813,11.52275990234182,863.6083954059532,169.40662467286893,642.7021008456677,607.0722470629587,64.00209771959838,1391,0.011810598590425124,0.010451809305830326
1.1092081494050807,11,26,4762.766572049381,26.752733424062516,662.2596281521351,276.2694170992759,875.732251599193,1035.6354940816193,63.991415657250975,1311,-0.0037491530202533887,-0.006674667794098492
1.1918059174360127,13,21,7444.378493652556,49.12179058710814,723.9106443446162,240.50940223572388,561.1973608949648,675.0162273153833,64.01878937933647,1323,-0.013962933890184326,-0.004503259684287381
1.0069586914070179,18,29,2534.7206982987973,42.35638968315057,959.6169009380031,138.8261486208434,540.1238724857145,1084.031135807284,63.99677725030563,1264,-0.003813223144099328,-0.001877938041637394
0.061277335978991106,11,10,7747.9242507561785,88.5903014952397,500.256151037712,148.31816585061853,1027.2372408831188,601.3358031315672,64.01526535753295,1356,0.007215018331871378,-0.012724351918971272
0.30473992457806237,19,15,9210.551060927255,59.37352057604628,933.1755454169954,54.48348046324013,1092.9560774807471,493.25219166745546,63.99172351626254,1504,-0.0073893279516263725,0.011802282620588626
1.257738512154826,44,18,3238.4427263758394,39.406419238026004,759.8880808346402,213.67300131531255,814.9164687571631,686.3299129408435,63.98564879838414,1244,0.014550747685038959,0.012695578318406212
0.4090016680391181,27,16,8029.259719364303,71.95347643650743,902.338170327484,152.90513344354133,634.1599083432034,870.1684331575673,64.00059892335646,1378,0.00805739801282339,-0.005407980550646342
1.8938867399681418,42,9,8315.091464348763,34.838810954446394,1099.4259567569793,101.20294706454459,872.770225828134,1031.6666643547733,64.02254502487118,1291,-0.01017232196347166,-0.00044946496777437074
0.8118853718222893,7,13,1228.9553570534479,49.47157789090435,727.446604172409,224.24776342671365,970.538211307762,455.0367904195896,64.00491199587469,1367,0.013216593873636915,-0.014296773612693553
1.5683295246703446,1,12,4725.425358861631,30.95341879735778,1074.6934592114806,176.92910491120614,726.7578094698694,523.1359019253402,63.997060942136244,1308,-0.013836459603841512,0.0020679989563688397
1.5333986323199684,2,13,7914.760056965274,71.07125136651374,1182.3240832517677,185.91035418412747,1024.8408198433567,1075.406687007263,64.00325447059463,1291,0.014164140718694356,-0.01193725503505467
0.8708596152721356,1,25,8717.135243157252,68.79874192794975,1117.1457857757928,224.46102668075565,822.7010403763384,436.90505530602303,63.99337989229808,1461,0.001504573980707172,0.005186883532913102
0.5739112797420278,18,10,1087.9370141349373,79.62561046809599,895.1652241669957,213.90474487646023,625.1623647576957,925.8597574769389,63.99044228241798,1506,-0.0009011803267321514,-0.0156163801217385
1.687431337315884,11,5,8485.164327290975,79.87406299881584,1091.361131270251,69.38724472472339,917.8084085880027,613.0074251358749,63.99781645307363,1510,0.009052030300963836,-0.005292695220546629
0.49559769260321096,22,22,2323.183754661073,16.488642517389223,1040.3025556216062,232.6690142854848,779.2969889401047,709.0168033182042,63.997823227939676,1377,0.006463823088499778,0.0013446578775963881
1.2309636857159225,5,7,3539.452806834014,87.8825769433401,897.5378884800416,138.1660372333583,954.4391879316215,703.9489611520464,63.99057812666,1356,0.02996666199756074,0.007716718917186416
0.4597206708793736,30,15,4264.91185028538,73.50050742899724,919.7487546039631,206.08443551812195,864.9692741984172,1096.8649557184103,63.99234888384522,1397,0.005862490230999721,-0.006470620968825226
1.6221039790593557,40,6,8288.327211084841,99.7860652358977,900.2562064302298,147.11703104530704,851.6139855227668,629.8863593521917,64.02337947834427,1222,0.007636281377196554,-0.016370169262503464
1.4269507258418215,21,21,9516.867530539772,42.922627474454515,504.74990239804504,199.13827145077596,1032.2352467596893,545.0287857833653,63.98676696646895,1517,0.0002839319497606177,-0.0033096225424420708
0.9965196376502743,23,26,6740.191880700002,80.93921832416527,1140.0352799843126,84.29978565493013,589.2520815320665,1037.7179733957241,64.00706426442022,1357,0.016508319538447988,0.003070105914491654
1.3422235237799294,14,2,4167.222409196761,24.108032172645657,675.932158838627,178.2219902726332,1185.4274537275837,420.4576405036221,63.97990706018155,1464,0.006431165141393718,-0.002740092250041005
0.024479740557874538,37,9,4268.214839809312,39.75432398442159,796.1512904276469,97.40587290194148,609.575961587873,719.0406763968731,63.998156728256745,1432,0.0024258782421217578,-0.0027982069915967246
0.49948411482220895,34,6,5624.680478968201,45.00102158098437,817.4179477995062,215.44630182226197,532.1125434822354,582.6191607722809,63.995287303123874,1203,0.017352447438590386,0.012512961911238294
1.5952652373338623,35,21,5635.201259453813,96.13242910704275,562.8927592891257,158.9419679264813,1148.8562698071828,860.6149149294813,64.01449293889587,1422,0.0074231969405308485,-0.015835255053380185
1.873688747520002,49,25,4338.538565125144,41.55059372430915,784.1248142438421,229.845537443373,872.9101037409193,582.797965183338,63.996366220427575,1511,-0.009665058368456391,0.0018417186025826314
1.3413867531567574,5,25,7798.510600591983,21.810265566408617,530.8249221654451,192.15230674673634,839.1081093677981,745.3772710930332,63.99661598757403,1438,0.0012792027339645342,0.007920934534953034
1.6651475468894492,34,12,6778.400990899747,83.74682775820011,1020.0171630975777,179.38783910811068,899.6670419425463,752.8078102963879,63.99044843527379,1328,-0.010772778226841766,-0.008899843723218085
1.585580304045099,30,29,2078.3558950673632,59.26812326145721,528.7409073901247,55.12349410696217,653.8557526165838,1001.1184220313991,64.0099649375658,1207,0.004680117612922878,-0.010491706779314363
